	Locus	prob	log10(PO)	qval	alpha	fst
379	Locus_379	0.0088018	-2.0516	0.9848	0.00099297	0.0081369
380	Locus_380	0.010002	-1.9955	0.98046	-0.0033595	0.0081079
381	Locus_381	0.012002	-1.9155	0.95318	0.0052472	0.0082038
382	Locus_382	0.010202	-1.9869	0.97909	0.0058099	0.008235
383	Locus_383	0.0088018	-2.0516	0.9848	0.0016496	0.0081379
384	Locus_384	0.010802	-1.9618	0.97379	-0.0018033	0.0081275
385	Locus_385	0.010402	-1.9783	0.97742	-0.0037547	0.008107
386	Locus_386	0.0096019	-2.0135	0.98232	-0.003124	0.0081018
387	Locus_387	0.028206	-1.5372	0.70107	0.038047	0.008959
388	Locus_388	0.010602	-1.97	0.97573	-0.0032452	0.0081092
389	Locus_389	0.0078016	-2.1044	0.98634	-0.0012664	0.0081152
390	Locus_390	0.010802	-1.9618	0.97379	0.0059168	0.0082117
391	Locus_391	0.0096019	-2.0135	0.98232	0.0021083	0.0081581
392	Locus_392	0.0092018	-2.0321	0.98375	-0.0046113	0.0080889
393	Locus_393	0.015603	-1.8	0.87715	0.0076859	0.0082856
394	Locus_394	0.014003	-1.8477	0.90501	0.0082146	0.0083111
395	Locus_395	0.0080016	-2.0933	0.98615	-0.00034438	0.0081211
396	Locus_396	0.0068014	-2.1644	0.98682	-0.0024828	0.0080965
397	Locus_397	0.011202	-1.9458	0.96841	-0.0014436	0.0081247
398	Locus_398	0.010002	-1.9955	0.98046	-0.0047833	0.0080955
399	Locus_399	0.012402	-1.9011	0.94402	0.0046213	0.0082221
400	Locus_400	0.0084017	-2.072	0.98559	-0.0030374	0.0080938
401	Locus_401	0.0074015	-2.1275	0.98663	-0.00077247	0.0081295
402	Locus_402	0.0074015	-2.1275	0.98663	0.00025912	0.0081338
403	Locus_403	0.0082016	-2.0825	0.98589	-0.0013338	0.0081123
404	Locus_404	0.0086017	-2.0617	0.98524	-0.0017985	0.0081045
405	Locus_405	0.010802	-1.9618	0.97379	-0.0028521	0.0081018
406	Locus_406	0.011602	-1.9304	0.96165	-0.0046691	0.0081045
407	Locus_407	0.0096019	-2.0135	0.98232	0.0024048	0.0081543
408	Locus_408	0.010402	-1.9783	0.97742	-0.0029427	0.0081013
409	Locus_409	0.0082016	-2.0825	0.98589	-0.0026959	0.0081028
410	Locus_410	0.0082016	-2.0825	0.98589	-0.0022468	0.008102
411	Locus_411	0.010202	-1.9869	0.97909	-0.0020338	0.0081144
412	Locus_412	0.0092018	-2.0321	0.98375	-0.003492	0.0080939
413	Locus_413	0.012603	-1.894	0.9404	-0.00087774	0.0081416
414	Locus_414	0.010002	-1.9955	0.98046	-0.00035268	0.0081314
415	Locus_415	0.009802	-2.0044	0.98143	0.0037373	0.0081719
416	Locus_416	0.0096019	-2.0135	0.98232	-0.0034172	0.0081007
417	Locus_417	0.012202	-1.9082	0.94901	0.0052464	0.0082465
418	Locus_418	0.011002	-1.9537	0.97113	-0.0012076	0.0081454
419	Locus_419	0.010802	-1.9618	0.97379	-0.0023753	0.0081131
420	Locus_420	0.012202	-1.9082	0.94901	0.0053797	0.008231
421	Locus_421	0.0096019	-2.0135	0.98232	-0.0052412	0.0080914
422	Locus_422	0.011402	-1.938	0.96541	0.0048383	0.0082079
423	Locus_423	0.0088018	-2.0516	0.9848	-0.00076812	0.0081074
424	Locus_424	0.009802	-2.0044	0.98143	0.00047621	0.0081336
425	Locus_425	0.010802	-1.9618	0.97379	0.0011669	0.0081509
426	Locus_426	0.0096019	-2.0135	0.98232	-0.0041296	0.0081057
427	Locus_427	0.0088018	-2.0516	0.9848	-0.0026047	0.0081057
428	Locus_428	0.009802	-2.0044	0.98143	-0.0023386	0.0081238
429	Locus_429	0.0088018	-2.0516	0.9848	0.0022074	0.0081518
430	Locus_430	0.0090018	-2.0417	0.98432	-0.0019053	0.0081091
431	Locus_431	0.0096019	-2.0135	0.98232	-0.00032013	0.0081246
432	Locus_432	0.0076015	-2.1158	0.9865	-0.00095783	0.0081098
433	Locus_433	0.010602	-1.97	0.97573	-0.0023933	0.0081069
434	Locus_434	0.0090018	-2.0417	0.98432	0.00095386	0.0081377
435	Locus_435	0.0070014	-2.1518	0.98678	-0.0034332	0.0080888
436	Locus_436	0.0084017	-2.072	0.98559	-0.00082994	0.0081403
437	Locus_437	0.012202	-1.9082	0.94901	0.0067834	0.0082368
438	Locus_438	0.013403	-1.8669	0.91884	0.0029071	0.0081693
439	Locus_439	0.009802	-2.0044	0.98143	-0.0038397	0.008098
440	Locus_440	0.012202	-1.9082	0.94901	-0.0039135	0.0081086
441	Locus_441	0.012803	-1.8871	0.935	0.001724	0.0081812
442	Locus_442	0.011002	-1.9537	0.97113	-0.0017636	0.0081376
443	Locus_443	0.0088018	-2.0516	0.9848	-0.0026109	0.0080955
444	Locus_444	0.0080016	-2.0933	0.98615	-0.00036879	0.0081133
445	Locus_445	0.011002	-1.9537	0.97113	-0.00012024	0.0081738
446	Locus_446	0.0060012	-2.2191	0.98696	-0.0017079	0.0081012
447	Locus_447	0.0088018	-2.0516	0.9848	-0.0029646	0.0080956
448	Locus_448	0.010402	-1.9783	0.97742	-0.0019089	0.0081279
449	Locus_449	0.012402	-1.9011	0.94402	0.0071663	0.0082345
450	Locus_450	0.0096019	-2.0135	0.98232	-0.0019209	0.0081092
451	Locus_451	0.0096019	-2.0135	0.98232	8.86E-05	0.0081293
452	Locus_452	0.011002	-1.9537	0.97113	-0.0041606	0.0080964
453	Locus_453	0.0088018	-2.0516	0.9848	-0.001086	0.0081156
454	Locus_454	0.011202	-1.9458	0.96841	-0.002815	0.0081022
455	Locus_455	0.010802	-1.9618	0.97379	0.0018032	0.0081637
456	Locus_456	0.011002	-1.9537	0.97113	-0.0043192	0.0080893
457	Locus_457	0.024605	-1.5982	0.7408	0.024009	0.0086307
458	Locus_458	0.0090018	-2.0417	0.98432	0.0015633	0.0081582
459	Locus_459	0.0086017	-2.0617	0.98524	0.0018516	0.0081504
460	Locus_460	0.0096019	-2.0135	0.98232	-0.0043925	0.0080926
461	Locus_461	0.010402	-1.9783	0.97742	-0.0023926	0.0081218
462	Locus_462	0.010002	-1.9955	0.98046	0.002103	0.0082059
463	Locus_463	0.013603	-1.8604	0.91352	0.0090346	0.0082749
464	Locus_464	0.010402	-1.9783	0.97742	0.00088462	0.0081568
465	Locus_465	0.010202	-1.9869	0.97909	0.0021451	0.0081645
466	Locus_466	0.0078016	-2.1044	0.98634	0.00012123	0.0081227
467	Locus_467	0.0092018	-2.0321	0.98375	0.00054085	0.0081358
468	Locus_468	0.0084017	-2.072	0.98559	2.86E-06	0.0081285
469	Locus_469	0.012202	-1.9082	0.94901	0.0065603	0.0082227
470	Locus_470	0.0082016	-2.0825	0.98589	-0.00062915	0.0081361
471	Locus_471	0.0094019	-2.0227	0.98313	-0.0046644	0.0080871
472	Locus_472	0.010202	-1.9869	0.97909	1.35E-05	0.008137
473	Locus_473	0.0070014	-2.1518	0.98678	-0.00098896	0.0081136
474	Locus_474	0.0078016	-2.1044	0.98634	-0.0025427	0.0080988
475	Locus_475	0.0094019	-2.0227	0.98313	-0.00081798	0.0081277
476	Locus_476	0.0096019	-2.0135	0.98232	-0.0016942	0.0081234
477	Locus_477	0.0080016	-2.0933	0.98615	0.00013	0.0081313
478	Locus_478	0.010602	-1.97	0.97573	-0.0011681	0.0081136
479	Locus_479	0.010002	-1.9955	0.98046	-0.0033329	0.0080993
480	Locus_480	0.010002	-1.9955	0.98046	-0.0003453	0.0081289
481	Locus_481	0.0096019	-2.0135	0.98232	-0.0065601	0.0080702
482	Locus_482	0.012402	-1.9011	0.94402	0.0055918	0.0082292
483	Locus_483	0.0090018	-2.0417	0.98432	-0.0033773	0.0081016
484	Locus_484	0.010402	-1.9783	0.97742	-0.0040426	0.0080985
485	Locus_485	0.0080016	-2.0933	0.98615	-0.0020426	0.0081004
486	Locus_486	0.0094019	-2.0227	0.98313	0.0006923	0.0081477
487	Locus_487	0.010802	-1.9618	0.97379	-0.0014226	0.0081199
488	Locus_488	0.010802	-1.9618	0.97379	0.0018086	0.0081616
489	Locus_489	0.0084017	-2.072	0.98559	0.00030934	0.0081301
490	Locus_490	0.0078016	-2.1044	0.98634	-0.00044195	0.0081256
491	Locus_491	0.011802	-1.9229	0.95756	-0.002664	0.0081087
492	Locus_492	0.0092018	-2.0321	0.98375	0.00092461	0.0081421
493	Locus_493	0.0086017	-2.0617	0.98524	-0.0043876	0.0080917
494	Locus_494	0.0092018	-2.0321	0.98375	0.00049603	0.0081376
495	Locus_495	0.0082016	-2.0825	0.98589	-0.0054422	0.0080825
496	Locus_496	0.0076015	-2.1158	0.9865	-0.00031761	0.0081356
497	Locus_497	0.0084017	-2.072	0.98559	-0.001772	0.0081157
498	Locus_498	0.010802	-1.9618	0.97379	0.00067143	0.0081624
499	Locus_499	0.0074015	-2.1275	0.98663	-0.00054747	0.0081199
500	Locus_500	0.010202	-1.9869	0.97909	-0.0025692	0.0081079
501	Locus_501	0.010802	-1.9618	0.97379	-0.0028957	0.0081198
502	Locus_502	0.0090018	-2.0417	0.98432	-0.00084672	0.0081288
503	Locus_503	0.0074015	-2.1275	0.98663	0.0013971	0.0081549
504	Locus_504	0.010602	-1.97	0.97573	0.0042935	0.0081901
505	Locus_505	0.0092018	-2.0321	0.98375	-0.0034023	0.0080998
506	Locus_506	0.0074015	-2.1275	0.98663	0.0016462	0.0081381
507	Locus_507	0.0094019	-2.0227	0.98313	-0.0015347	0.0081186
508	Locus_508	0.013003	-1.8803	0.93037	0.0059884	0.0082727
509	Locus_509	0.0084017	-2.072	0.98559	-0.0037106	0.0080928
510	Locus_510	0.0086017	-2.0617	0.98524	-0.00024232	0.0081275
511	Locus_511	0.010002	-1.9955	0.98046	0.00064635	0.0081489
512	Locus_512	0.010002	-1.9955	0.98046	0.00027662	0.0081323
513	Locus_513	0.0080016	-2.0933	0.98615	0.0010203	0.0081437
514	Locus_514	0.037808	-1.4057	0.57622	0.056502	0.0093364
515	Locus_515	0.070014	-1.1233	0.34857	0.11172	0.01065
516	Locus_516	0.0092018	-2.0321	0.98375	-0.0037036	0.0080927
517	Locus_517	0.011202	-1.9458	0.96841	-0.00011763	0.0081622
518	Locus_518	0.031206	-1.492	0.66165	0.040588	0.0089426
519	Locus_519	0.0078016	-2.1044	0.98634	-0.00065186	0.0081234
520	Locus_520	0.0078016	-2.1044	0.98634	-0.002182	0.0080986
521	Locus_521	0.0072014	-2.1394	0.98673	-0.0010885	0.00812
522	Locus_522	0.0080016	-2.0933	0.98615	-1.76E-05	0.0081287
523	Locus_523	0.0088018	-2.0516	0.9848	-0.0013662	0.0081337
524	Locus_524	0.013003	-1.8803	0.93037	-0.00043747	0.0081364
525	Locus_525	0.0096019	-2.0135	0.98232	-0.0031345	0.0081007
526	Locus_526	0.010602	-1.97	0.97573	0.0008738	0.0081586
527	Locus_527	0.013003	-1.8803	0.93037	0.0061977	0.008268
528	Locus_528	0.010802	-1.9618	0.97379	-0.0045073	0.0080976
529	Locus_529	0.010602	-1.97	0.97573	-0.0036574	0.0081093
530	Locus_530	0.010602	-1.97	0.97573	0.0031054	0.0081779
531	Locus_531	0.0080016	-2.0933	0.98615	0.0012578	0.0081575
532	Locus_532	0.0086017	-2.0617	0.98524	-0.0025147	0.0081061
533	Locus_533	0.010602	-1.97	0.97573	-0.0048668	0.0081056
534	Locus_534	0.011002	-1.9537	0.97113	0.00020095	0.0081333
535	Locus_535	0.0094019	-2.0227	0.98313	-0.0038682	0.0080888
536	Locus_536	0.010602	-1.97	0.97573	0.0050631	0.0082005
537	Locus_537	0.0094019	-2.0227	0.98313	-0.0020863	0.0081094
538	Locus_538	0.013003	-1.8803	0.93037	0.012962	0.0084299
539	Locus_539	0.010402	-1.9783	0.97742	-0.00051521	0.0081338
540	Locus_540	0.0092018	-2.0321	0.98375	0.00076131	0.0081427
541	Locus_541	0.009802	-2.0044	0.98143	-0.0041598	0.0081112
542	Locus_542	0.0076015	-2.1158	0.9865	-0.0036384	0.0080901
543	Locus_543	0.0080016	-2.0933	0.98615	-0.0005625	0.0081134
544	Locus_544	0.0078016	-2.1044	0.98634	-0.0011528	0.0081158
545	Locus_545	0.013603	-1.8604	0.91352	0.0086871	0.0082942
546	Locus_546	0.0064013	-2.1909	0.98691	-0.0013339	0.0081045
547	Locus_547	0.010802	-1.9618	0.97379	-0.0033608	0.0081016
548	Locus_548	0.013003	-1.8803	0.93037	0.0067959	0.0082953
549	Locus_549	0.009802	-2.0044	0.98143	0.0036611	0.0082027
550	Locus_550	0.010002	-1.9955	0.98046	0.0023279	0.0081608
551	Locus_551	0.0088018	-2.0516	0.9848	-0.0023901	0.0081034
552	Locus_552	0.0084017	-2.072	0.98559	0.00045005	0.0081287
553	Locus_553	0.0080016	-2.0933	0.98615	-0.0020902	0.0081117
554	Locus_554	0.011402	-1.938	0.96541	-0.0034605	0.0081148
555	Locus_555	0.0084017	-2.072	0.98559	-0.0014068	0.0081243
556	Locus_556	0.010202	-1.9869	0.97909	0.00028507	0.0081381
557	Locus_557	0.0088018	-2.0516	0.9848	-0.0037963	0.0080954
558	Locus_558	0.0096019	-2.0135	0.98232	0.0019489	0.0081554
559	Locus_559	0.011202	-1.9458	0.96841	-0.00074665	0.0081365
560	Locus_560	0.014603	-1.8292	0.89307	0.007635	0.0082693
561	Locus_561	0.0096019	-2.0135	0.98232	-0.0033535	0.0081007
562	Locus_562	0.015203	-1.8114	0.88276	0.0097916	0.0083024
563	Locus_563	0.0082016	-2.0825	0.98589	-0.0034269	0.0080959
564	Locus_564	0.0072014	-2.1394	0.98673	0.00039449	0.008141
565	Locus_565	0.0082016	-2.0825	0.98589	-0.00072025	0.008121
566	Locus_566	0.0086017	-2.0617	0.98524	-0.0049306	0.0080906
567	Locus_567	0.012603	-1.894	0.9404	0.0012417	0.0081574
568	Locus_568	0.0070014	-2.1518	0.98678	-0.0018499	0.0081135
569	Locus_569	0.0080016	-2.0933	0.98615	-0.0015818	0.0081101
570	Locus_570	0.0092018	-2.0321	0.98375	-0.0029733	0.0081023
571	Locus_571	0.0084017	-2.072	0.98559	-0.0016659	0.0081095
572	Locus_572	0.0080016	-2.0933	0.98615	-0.0022888	0.0080992
573	Locus_573	0.010202	-1.9869	0.97909	-0.0028178	0.0081186
574	Locus_574	0.012202	-1.9082	0.94901	0.0031935	0.0081936
575	Locus_575	0.0088018	-2.0516	0.9848	3.16E-06	0.0081319
576	Locus_576	0.0088018	-2.0516	0.9848	0.00041045	0.0081286
577	Locus_577	0.0094019	-2.0227	0.98313	-0.0018018	0.0081194
578	Locus_578	0.0074015	-2.1275	0.98663	-0.0010059	0.0081173
579	Locus_579	0.0080016	-2.0933	0.98615	-0.0051518	0.0080845
580	Locus_580	0.0062012	-2.2048	0.98694	-0.0021237	0.0081017
581	Locus_581	0.010002	-1.9955	0.98046	-0.0039328	0.0080931
582	Locus_582	0.009802	-2.0044	0.98143	-0.00098084	0.0081303
583	Locus_583	0.0076015	-2.1158	0.9865	-0.0021516	0.0081073
584	Locus_584	0.010002	-1.9955	0.98046	-0.0030619	0.008104
585	Locus_585	0.0092018	-2.0321	0.98375	-0.0045285	0.0080899
586	Locus_586	0.0088018	-2.0516	0.9848	0.00081578	0.0081446
587	Locus_587	0.0092018	-2.0321	0.98375	0.0033098	0.008175
588	Locus_588	0.010002	-1.9955	0.98046	0.0016259	0.0081648
589	Locus_589	0.0078016	-2.1044	0.98634	-0.0036641	0.0080869
590	Locus_590	0.010002	-1.9955	0.98046	-0.0056287	0.0080772
591	Locus_591	0.0078016	-2.1044	0.98634	0.00042928	0.0081264
592	Locus_592	0.011002	-1.9537	0.97113	-0.0029662	0.0081184
593	Locus_593	0.0092018	-2.0321	0.98375	0.0010634	0.008157
594	Locus_594	0.0094019	-2.0227	0.98313	-0.00048694	0.0081645
595	Locus_595	0.0074015	-2.1275	0.98663	-0.0041269	0.0080871
596	Locus_596	0.0096019	-2.0135	0.98232	-0.0032574	0.0080915
597	Locus_597	0.0078016	-2.1044	0.98634	0.0041846	0.0081836
598	Locus_598	0.0078016	-2.1044	0.98634	-0.0031471	0.0080903
599	Locus_599	0.0086017	-2.0617	0.98524	-0.002694	0.0081099
600	Locus_600	0.011202	-1.9458	0.96841	0.0028693	0.0081916
601	Locus_601	0.0086017	-2.0617	0.98524	0.0015398	0.0081688
602	Locus_602	0.0086017	-2.0617	0.98524	-0.0022615	0.0081072
603	Locus_603	0.0092018	-2.0321	0.98375	-0.0032631	0.0081024
604	Locus_604	0.0068014	-2.1644	0.98682	-0.0012362	0.0081144
605	Locus_605	0.010002	-1.9955	0.98046	0.0045053	0.0082088
606	Locus_606	0.0094019	-2.0227	0.98313	-0.0058848	0.0080848
607	Locus_607	0.0092018	-2.0321	0.98375	-0.0031961	0.0081087
608	Locus_608	0.0084017	-2.072	0.98559	-0.0034565	0.0080946
609	Locus_609	0.010002	-1.9955	0.98046	-0.0043524	0.0080941
610	Locus_610	0.010402	-1.9783	0.97742	-0.0015479	0.0081147
611	Locus_611	0.010202	-1.9869	0.97909	0.0020051	0.0081627
612	Locus_612	0.0080016	-2.0933	0.98615	-0.0013814	0.0081047
613	Locus_613	0.0076015	-2.1158	0.9865	-0.0014417	0.0081102
614	Locus_614	0.010602	-1.97	0.97573	-0.0022891	0.0081034
615	Locus_615	0.0094019	-2.0227	0.98313	-0.0017849	0.0081098
616	Locus_616	0.016203	-1.7833	0.86699	0.013204	0.0083603
617	Locus_617	0.014203	-1.8414	0.89944	0.0047785	0.0082114
618	Locus_618	0.0080016	-2.0933	0.98615	-0.0034929	0.0080945
619	Locus_619	0.011802	-1.9229	0.95756	0.0014704	0.0081738
620	Locus_620	0.011802	-1.9229	0.95756	-0.0061339	0.0080913
621	Locus_621	0.0088018	-2.0516	0.9848	-0.004769	0.0080959
622	Locus_622	0.009802	-2.0044	0.98143	-0.0054939	0.0080828
623	Locus_623	0.0072014	-2.1394	0.98673	-0.00066399	0.0081122
624	Locus_624	0.0084017	-2.072	0.98559	0.0011429	0.0081458
625	Locus_625	0.013603	-1.8604	0.91352	0.0081753	0.0082626
626	Locus_626	0.0084017	-2.072	0.98559	-0.0023339	0.0081003
627	Locus_627	0.0092018	-2.0321	0.98375	-0.0020168	0.0081127
628	Locus_628	0.010602	-1.97	0.97573	-0.0038485	0.0080996
629	Locus_629	0.0088018	-2.0516	0.9848	-0.0033059	0.0080969
630	Locus_630	0.010802	-1.9618	0.97379	-0.0057643	0.0080802
631	Locus_631	0.0084017	-2.072	0.98559	0.0034764	0.008165
632	Locus_632	0.0076015	-2.1158	0.9865	-0.002148	0.0081086
633	Locus_633	0.0084017	-2.072	0.98559	-0.00059136	0.008117
634	Locus_634	0.010602	-1.97	0.97573	0.0037026	0.0081921
635	Locus_635	0.010402	-1.9783	0.97742	-0.0039937	0.0081038
636	Locus_636	0.0080016	-2.0933	0.98615	-0.00019389	0.0081129
637	Locus_637	0.0066013	-2.1775	0.98687	-0.0027568	0.0080969
638	Locus_638	0.0082016	-2.0825	0.98589	-0.0060375	0.0080861
639	Locus_639	0.010802	-1.9618	0.97379	0.00022703	0.0081413
640	Locus_640	0.038608	-1.3962	0.52111	0.052466	0.0092512
641	Locus_641	0.010402	-1.9783	0.97742	0.0005592	0.008136
642	Locus_642	0.011402	-1.938	0.96541	0.0012447	0.0081647
643	Locus_643	0.011002	-1.9537	0.97113	-0.0020495	0.0081091
644	Locus_644	0.011202	-1.9458	0.96841	0.0057278	0.0082245
645	Locus_645	0.010802	-1.9618	0.97379	-0.0016523	0.008115
646	Locus_646	0.010402	-1.9783	0.97742	-0.0021703	0.0081045
647	Locus_647	0.018604	-1.7222	0.82655	0.016829	0.0084677
648	Locus_648	0.010602	-1.97	0.97573	-0.0049562	0.008093
649	Locus_649	0.010202	-1.9869	0.97909	-0.0059114	0.0080787
650	Locus_650	0.0092018	-2.0321	0.98375	0.001393	0.0081305
651	Locus_651	0.0090018	-2.0417	0.98432	0.0018516	0.0081633
652	Locus_652	0.0078016	-2.1044	0.98634	-0.00076203	0.008117
653	Locus_653	0.0076015	-2.1158	0.9865	-0.0029841	0.0080974
654	Locus_654	0.0070014	-2.1518	0.98678	-0.0026956	0.0080961
655	Locus_655	0.0096019	-2.0135	0.98232	-0.0044375	0.0080931
656	Locus_656	0.0088018	-2.0516	0.9848	-0.0034277	0.0081023
657	Locus_657	0.0090018	-2.0417	0.98432	-0.0052823	0.0080959
658	Locus_658	0.0084017	-2.072	0.98559	0.00039239	0.008125
659	Locus_659	0.0078016	-2.1044	0.98634	-0.0032078	0.0080993
660	Locus_660	0.009802	-2.0044	0.98143	-0.0028647	0.0081024
661	Locus_661	0.0088018	-2.0516	0.9848	-0.00017266	0.0081178
662	Locus_662	0.010402	-1.9783	0.97742	-0.00050054	0.0081502
663	Locus_663	0.0084017	-2.072	0.98559	-0.001007	0.0081219
664	Locus_664	0.009802	-2.0044	0.98143	-0.0032981	0.008109
665	Locus_665	0.0064013	-2.1909	0.98691	-0.00072689	0.0081113
666	Locus_666	0.010802	-1.9618	0.97379	-0.0010555	0.0081385
667	Locus_667	0.0086017	-2.0617	0.98524	-0.0037502	0.0080879
668	Locus_668	0.0076015	-2.1158	0.9865	-0.0018664	0.0081003
669	Locus_669	0.0096019	-2.0135	0.98232	-0.00017257	0.0081298
670	Locus_670	0.0072014	-2.1394	0.98673	-0.0016438	0.0081071
671	Locus_671	0.012002	-1.9155	0.95318	-0.0016826	0.0081188
672	Locus_672	0.0074015	-2.1275	0.98663	-0.001202	0.0081147
673	Locus_673	0.010402	-1.9783	0.97742	0.0046012	0.0081836
674	Locus_674	0.0074015	-2.1275	0.98663	0.00018548	0.0081296
675	Locus_675	0.0080016	-2.0933	0.98615	-0.0033654	0.0080937
676	Locus_676	0.013803	-1.854	0.90907	0.0052134	0.0082277
677	Locus_677	0.012603	-1.894	0.9404	0.00053607	0.0081469
678	Locus_678	0.0076015	-2.1158	0.9865	0.00027495	0.0081156
679	Locus_679	0.0094019	-2.0227	0.98313	-0.0032988	0.0080983
680	Locus_680	0.015003	-1.8173	0.88714	0.0077786	0.0082779
681	Locus_681	0.011402	-1.938	0.96541	-0.00161	0.0081125
682	Locus_682	0.0092018	-2.0321	0.98375	-0.0030467	0.0080988
683	Locus_683	0.0074015	-2.1275	0.98663	-0.0040478	0.0080986
684	Locus_684	0.0076015	-2.1158	0.9865	-0.002327	0.0080983
685	Locus_685	0.0094019	-2.0227	0.98313	0.0015298	0.008142
686	Locus_686	0.0078016	-2.1044	0.98634	-0.00010037	0.008129
687	Locus_687	0.0096019	-2.0135	0.98232	-0.0016916	0.0081094
688	Locus_688	0.0094019	-2.0227	0.98313	0.00074933	0.0081508
689	Locus_689	0.0078016	-2.1044	0.98634	2.32E-05	0.0081263
690	Locus_690	0.0090018	-2.0417	0.98432	-0.0028203	0.0081033
691	Locus_691	0.0086017	-2.0617	0.98524	-0.00026446	0.0081397
692	Locus_692	0.0094019	-2.0227	0.98313	-0.0016946	0.0081273
693	Locus_693	0.011202	-1.9458	0.96841	0.0033632	0.008168
694	Locus_694	0.0092018	-2.0321	0.98375	-0.0028306	0.0081051
695	Locus_695	0.0086017	-2.0617	0.98524	-0.0021842	0.0081109
696	Locus_696	0.011402	-1.938	0.96541	-0.0049813	0.0081057
697	Locus_697	0.033007	-1.4668	0.63747	0.043708	0.0090236
698	Locus_698	0.043209	-1.3452	0.46841	0.055637	0.0092084
699	Locus_699	0.011802	-1.9229	0.95756	-0.0046902	0.0080994
700	Locus_700	0.010602	-1.97	0.97573	-0.0053435	0.008095
701	Locus_701	0.011002	-1.9537	0.97113	-0.0041059	0.0080986
702	Locus_702	0.0076015	-2.1158	0.9865	0.0014531	0.0081597
703	Locus_703	0.016203	-1.7833	0.86699	0.0070888	0.008282
704	Locus_704	0.0076015	-2.1158	0.9865	-0.0015379	0.0080998
705	Locus_705	0.0086017	-2.0617	0.98524	0.0008106	0.008147
706	Locus_706	0.010402	-1.9783	0.97742	-0.0016956	0.0081186
707	Locus_707	0.0090018	-2.0417	0.98432	-0.00033244	0.0081176
708	Locus_708	0.0088018	-2.0516	0.9848	-0.004072	0.0080886
709	Locus_709	0.0076015	-2.1158	0.9865	-0.00083226	0.0081115
710	Locus_710	0.0094019	-2.0227	0.98313	-0.0034199	0.0080945
711	Locus_711	0.012803	-1.8871	0.935	0.0038527	0.0081955
712	Locus_712	0.0076015	-2.1158	0.9865	-0.0018422	0.0080994
713	Locus_713	0.012202	-1.9082	0.94901	0.0019195	0.0081749
714	Locus_714	0.0092018	-2.0321	0.98375	-0.0015687	0.0081171
715	Locus_715	0.010802	-1.9618	0.97379	-0.0049903	0.0080843
716	Locus_716	0.0072014	-2.1394	0.98673	-0.00037222	0.0081159
717	Locus_717	0.0096019	-2.0135	0.98232	-0.00096533	0.0081231
718	Locus_718	0.011402	-1.938	0.96541	0.0013024	0.0081603
719	Locus_719	0.0084017	-2.072	0.98559	-0.00075613	0.0081262
720	Locus_720	0.011802	-1.9229	0.95756	-0.00277	0.0081272
721	Locus_721	0.010202	-1.9869	0.97909	0.0036525	0.0081879
722	Locus_722	0.011402	-1.938	0.96541	-0.0069142	0.0080818
723	Locus_723	0.0084017	-2.072	0.98559	-0.0050997	0.008086
724	Locus_724	0.009802	-2.0044	0.98143	-0.0021725	0.0081115
725	Locus_725	0.0094019	-2.0227	0.98313	0.00059582	0.0081384
726	Locus_726	0.010602	-1.97	0.97573	0.0014721	0.0081806
727	Locus_727	0.013203	-1.8736	0.9243	-0.0015157	0.0081269
728	Locus_728	0.010202	-1.9869	0.97909	0.00025218	0.0081291
729	Locus_729	0.010402	-1.9783	0.97742	0.003764	0.0081975
730	Locus_730	0.0092018	-2.0321	0.98375	-0.0032941	0.0081015
731	Locus_731	0.0090018	-2.0417	0.98432	-0.0044015	0.0080876
732	Locus_732	0.0092018	-2.0321	0.98375	-0.0022541	0.0081068
733	Locus_733	0.0064013	-2.1909	0.98691	-0.00083083	0.0081122
734	Locus_734	0.010202	-1.9869	0.97909	0.00039012	0.0081303
735	Locus_735	0.011402	-1.938	0.96541	-0.00048909	0.0081439
736	Locus_736	0.010002	-1.9955	0.98046	-0.00010002	0.0081256
737	Locus_737	0.0086017	-2.0617	0.98524	-0.00053016	0.0081252
738	Locus_738	0.0088018	-2.0516	0.9848	-0.0032036	0.0080931
739	Locus_739	0.0086017	-2.0617	0.98524	-0.0046589	0.00809
740	Locus_740	0.010402	-1.9783	0.97742	-0.0055377	0.0080807
741	Locus_741	0.011202	-1.9458	0.96841	-0.00060065	0.008136
742	Locus_742	0.012603	-1.894	0.9404	0.0045837	0.0082292
743	Locus_743	0.0088018	-2.0516	0.9848	-0.0021628	0.0081002
744	Locus_744	0.011002	-1.9537	0.97113	-0.002372	0.0081135
745	Locus_745	0.011602	-1.9304	0.96165	-0.0007268	0.0081255
746	Locus_746	0.0082016	-2.0825	0.98589	-0.00090322	0.0081314
747	Locus_747	0.010002	-1.9955	0.98046	-0.0011207	0.0081534
748	Locus_748	0.011002	-1.9537	0.97113	0.00068523	0.0081559
749	Locus_749	0.010402	-1.9783	0.97742	0.00043451	0.0081408
750	Locus_750	0.0090018	-2.0417	0.98432	-0.003595	0.0080992
751	Locus_751	0.0086017	-2.0617	0.98524	0.0018419	0.0081639
752	Locus_752	0.0072014	-2.1394	0.98673	-0.0030726	0.0080931
753	Locus_753	0.016203	-1.7833	0.86699	0.012443	0.0083411
754	Locus_754	0.0094019	-2.0227	0.98313	0.0020094	0.0081686
755	Locus_755	0.011602	-1.9304	0.96165	-0.00063205	0.0081236
